,dataset,filename,actor,emotion,length,gender,set
484,RAVDESS,clean/RAVDESS\Actor_10\03-01-04-02-01-01-10.wav,10,sad,1.952063492,female,train
485,RAVDESS,clean/RAVDESS\Actor_10\03-01-04-02-01-02-10.wav,10,sad,1.869024943,female,test
486,RAVDESS,clean/RAVDESS\Actor_10\03-01-04-02-02-01-10.wav,10,sad,1.771519274,female,train
487,RAVDESS,clean/RAVDESS\Actor_10\03-01-04-02-02-02-10.wav,10,sad,1.816553288,female,train
488,RAVDESS,clean/RAVDESS\Actor_10\03-01-05-01-01-01-10.wav,10,angry,1.983492063,female,train
489,RAVDESS,clean/RAVDESS\Actor_10\03-01-05-01-01-02-10.wav,10,angry,2.299818594,female,train
490,RAVDESS,clean/RAVDESS\Actor_10\03-01-05-01-02-01-10.wav,10,angry,2.202494331,female,test
491,RAVDESS,clean/RAVDESS\Actor_10\03-01-05-01-02-02-10.wav,10,angry,2.233197279,female,train
492,RAVDESS,clean/RAVDESS\Actor_10\03-01-05-02-01-01-10.wav,10,angry,2.277006803,female,train
493,RAVDESS,clean/RAVDESS\Actor_10\03-01-05-02-01-02-10.wav,10,angry,2.561587302,female,train
494,RAVDESS,clean/RAVDESS\Actor_10\03-01-05-02-02-01-10.wav,10,angry,1.97755102,female,train
495,RAVDESS,clean/RAVDESS\Actor_10\03-01-05-02-02-02-10.wav,10,angry,2.275918367,female,train
496,RAVDESS,clean/RAVDESS\Actor_10\03-01-06-01-01-01-10.wav,10,fearful,1.481360544,female,train
497,RAVDESS,clean/RAVDESS\Actor_10\03-01-06-01-01-02-10.wav,10,fearful,1.414603175,female,train
498,RAVDESS,clean/RAVDESS\Actor_10\03-01-06-01-02-01-10.wav,10,fearful,1.650068027,female,train
499,RAVDESS,clean/RAVDESS\Actor_10\03-01-06-01-02-02-10.wav,10,fearful,1.568390023,female,train
500,RAVDESS,clean/RAVDESS\Actor_10\03-01-06-02-01-01-10.wav,10,fearful,2.084580499,female,train
501,RAVDESS,clean/RAVDESS\Actor_10\03-01-06-02-01-02-10.wav,10,fearful,2.074013605,female,train
502,RAVDESS,clean/RAVDESS\Actor_10\03-01-06-02-02-01-10.wav,10,fearful,2.173151927,female,train
503,RAVDESS,clean/RAVDESS\Actor_10\03-01-06-02-02-02-10.wav,10,fearful,2.011337868,female,train
504,RAVDESS,clean/RAVDESS\Actor_10\03-01-07-01-01-01-10.wav,10,disgusted,1.793151927,female,train
505,RAVDESS,clean/RAVDESS\Actor_10\03-01-07-01-01-02-10.wav,10,disgusted,2.250521542,female,train
506,RAVDESS,clean/RAVDESS\Actor_10\03-01-07-01-02-01-10.wav,10,disgusted,2.003038549,female,train
507,RAVDESS,clean/RAVDESS\Actor_10\03-01-07-01-02-02-10.wav,10,disgusted,2.496553288,female,train
508,RAVDESS,clean/RAVDESS\Actor_10\03-01-07-02-01-01-10.wav,10,disgusted,2.907573696,female,train
509,RAVDESS,clean/RAVDESS\Actor_10\03-01-07-02-01-02-10.wav,10,disgusted,2.713469388,female,train
510,RAVDESS,clean/RAVDESS\Actor_10\03-01-07-02-02-01-10.wav,10,disgusted,2.34122449,female,train
511,RAVDESS,clean/RAVDESS\Actor_10\03-01-07-02-02-02-10.wav,10,disgusted,3.045351474,female,train
512,RAVDESS,clean/RAVDESS\Actor_10\03-01-08-01-01-01-10.wav,10,surprised,1.380362812,female,train
513,RAVDESS,clean/RAVDESS\Actor_10\03-01-08-01-01-02-10.wav,10,surprised,1.510657596,female,train
514,RAVDESS,clean/RAVDESS\Actor_10\03-01-08-01-02-01-10.wav,10,surprised,1.625396825,female,test
515,RAVDESS,clean/RAVDESS\Actor_10\03-01-08-01-02-02-10.wav,10,surprised,1.582947846,female,train
516,RAVDESS,clean/RAVDESS\Actor_10\03-01-08-02-01-01-10.wav,10,surprised,1.599501134,female,train
517,RAVDESS,clean/RAVDESS\Actor_10\03-01-08-02-01-02-10.wav,10,surprised,1.511111111,female,train
518,RAVDESS,clean/RAVDESS\Actor_10\03-01-08-02-02-01-10.wav,10,surprised,1.779183673,female,train
519,RAVDESS,clean/RAVDESS\Actor_10\03-01-08-02-02-02-10.wav,10,surprised,1.978730159,female,train
520,RAVDESS,clean/RAVDESS\Actor_11\03-01-01-01-01-01-11.wav,11,neutral,1.258866213,male,train
521,RAVDESS,clean/RAVDESS\Actor_11\03-01-01-01-01-02-11.wav,11,neutral,1.261632653,male,train
522,RAVDESS,clean/RAVDESS\Actor_11\03-01-01-01-02-01-11.wav,11,neutral,1.339183673,male,train
523,RAVDESS,clean/RAVDESS\Actor_11\03-01-01-01-02-02-11.wav,11,neutral,1.330249433,male,train
524,RAVDESS,clean/RAVDESS\Actor_11\03-01-03-01-01-01-11.wav,11,happy,1.174875283,male,train
525,RAVDESS,clean/RAVDESS\Actor_11\03-01-03-01-01-02-11.wav,11,happy,1.375147392,male,train
526,RAVDESS,clean/RAVDESS\Actor_11\03-01-03-01-02-01-11.wav,11,happy,1.291156463,male,train
527,RAVDESS,clean/RAVDESS\Actor_11\03-01-03-01-02-02-11.wav,11,happy,1.347029478,male,train
528,RAVDESS,clean/RAVDESS\Actor_11\03-01-03-02-01-01-11.wav,11,happy,2.16462585,male,test
529,RAVDESS,clean/RAVDESS\Actor_11\03-01-03-02-01-02-11.wav,11,happy,2.513061224,male,train
530,RAVDESS,clean/RAVDESS\Actor_11\03-01-03-02-02-01-11.wav,11,happy,2.012698413,male,train
531,RAVDESS,clean/RAVDESS\Actor_11\03-01-03-02-02-02-11.wav,11,happy,1.634240363,male,train
532,RAVDESS,clean/RAVDESS\Actor_11\03-01-04-01-01-01-11.wav,11,sad,1.429886621,male,train
533,RAVDESS,clean/RAVDESS\Actor_11\03-01-04-01-01-02-11.wav,11,sad,1.993469388,male,train
534,RAVDESS,clean/RAVDESS\Actor_11\03-01-04-01-02-01-11.wav,11,sad,1.652471655,male,test
535,RAVDESS,clean/RAVDESS\Actor_11\03-01-04-01-02-02-11.wav,11,sad,1.518412698,male,test
536,RAVDESS,clean/RAVDESS\Actor_11\03-01-04-02-01-01-11.wav,11,sad,1.485170068,male,train
537,RAVDESS,clean/RAVDESS\Actor_11\03-01-04-02-01-02-11.wav,11,sad,2.269160998,male,train
538,RAVDESS,clean/RAVDESS\Actor_11\03-01-04-02-02-01-11.wav,11,sad,1.515782313,male,train
539,RAVDESS,clean/RAVDESS\Actor_11\03-01-04-02-02-02-11.wav,11,sad,1.775600907,male,train
540,RAVDESS,clean/RAVDESS\Actor_11\03-01-05-01-01-01-11.wav,11,angry,1.725124717,male,train
541,RAVDESS,clean/RAVDESS\Actor_11\03-01-05-01-01-02-11.wav,11,angry,1.631836735,male,test
542,RAVDESS,clean/RAVDESS\Actor_11\03-01-05-01-02-01-11.wav,11,angry,1.638684807,male,test
543,RAVDESS,clean/RAVDESS\Actor_11\03-01-05-01-02-02-11.wav,11,angry,1.955782313,male,train
544,RAVDESS,clean/RAVDESS\Actor_11\03-01-05-02-01-01-11.wav,11,angry,1.734421769,male,train
545,RAVDESS,clean/RAVDESS\Actor_11\03-01-05-02-01-02-11.wav,11,angry,2.194331066,male,train
546,RAVDESS,clean/RAVDESS\Actor_11\03-01-05-02-02-01-11.wav,11,angry,2.928662132,male,train
547,RAVDESS,clean/RAVDESS\Actor_11\03-01-05-02-02-02-11.wav,11,angry,2.296870748,male,train
548,RAVDESS,clean/RAVDESS\Actor_11\03-01-06-01-01-01-11.wav,11,fearful,1.561904762,male,test
549,RAVDESS,clean/RAVDESS\Actor_11\03-01-06-01-01-02-11.wav,11,fearful,1.632199546,male,train
550,RAVDESS,clean/RAVDESS\Actor_11\03-01-06-01-02-01-11.wav,11,fearful,1.336190476,male,train
551,RAVDESS,clean/RAVDESS\Actor_11\03-01-06-01-02-02-11.wav,11,fearful,1.35755102,male,test
552,RAVDESS,clean/RAVDESS\Actor_11\03-01-06-02-01-01-11.wav,11,fearful,1.551564626,male,train
553,RAVDESS,clean/RAVDESS\Actor_11\03-01-06-02-01-02-11.wav,11,fearful,1.648526077,male,test
554,RAVDESS,clean/RAVDESS\Actor_11\03-01-06-02-02-01-11.wav,11,fearful,1.850294785,male,train
555,RAVDESS,clean/RAVDESS\Actor_11\03-01-06-02-02-02-11.wav,11,fearful,1.824399093,male,train
556,RAVDESS,clean/RAVDESS\Actor_11\03-01-07-01-01-01-11.wav,11,disgusted,1.801269841,male,train
557,RAVDESS,clean/RAVDESS\Actor_11\03-01-07-01-01-02-11.wav,11,disgusted,1.763900227,male,train
558,RAVDESS,clean/RAVDESS\Actor_11\03-01-07-01-02-01-11.wav,11,disgusted,1.577641723,male,train
559,RAVDESS,clean/RAVDESS\Actor_11\03-01-07-01-02-02-11.wav,11,disgusted,1.976961451,male,train
560,RAVDESS,clean/RAVDESS\Actor_11\03-01-07-02-01-01-11.wav,11,disgusted,1.984761905,male,test
561,RAVDESS,clean/RAVDESS\Actor_11\03-01-07-02-01-02-11.wav,11,disgusted,2.406349206,male,test
562,RAVDESS,clean/RAVDESS\Actor_11\03-01-07-02-02-01-11.wav,11,disgusted,2.042131519,male,train
563,RAVDESS,clean/RAVDESS\Actor_11\03-01-07-02-02-02-11.wav,11,disgusted,2.066530612,male,train
564,RAVDESS,clean/RAVDESS\Actor_11\03-01-08-01-01-01-11.wav,11,surprised,1.131292517,male,train
565,RAVDESS,clean/RAVDESS\Actor_11\03-01-08-01-01-02-11.wav,11,surprised,1.245351474,male,train
566,RAVDESS,clean/RAVDESS\Actor_11\03-01-08-01-02-01-11.wav,11,surprised,1.293786848,male,train
567,RAVDESS,clean/RAVDESS\Actor_11\03-01-08-01-02-02-11.wav,11,surprised,1.119365079,male,test
568,RAVDESS,clean/RAVDESS\Actor_11\03-01-08-02-01-01-11.wav,11,surprised,1.192471655,male,train
569,RAVDESS,clean/RAVDESS\Actor_11\03-01-08-02-01-02-11.wav,11,surprised,1.58707483,male,train
570,RAVDESS,clean/RAVDESS\Actor_11\03-01-08-02-02-01-11.wav,11,surprised,1.351655329,male,train
571,RAVDESS,clean/RAVDESS\Actor_11\03-01-08-02-02-02-11.wav,11,surprised,1.449115646,male,train
572,RAVDESS,clean/RAVDESS\Actor_12\03-01-01-01-01-01-12.wav,12,neutral,1.662947846,female,train
573,RAVDESS,clean/RAVDESS\Actor_12\03-01-01-01-01-02-12.wav,12,neutral,1.590022676,female,test
574,RAVDESS,clean/RAVDESS\Actor_12\03-01-01-01-02-01-12.wav,12,neutral,1.676417234,female,train
575,RAVDESS,clean/RAVDESS\Actor_12\03-01-01-01-02-02-12.wav,12,neutral,1.722902494,female,train
576,RAVDESS,clean/RAVDESS\Actor_12\03-01-03-01-01-01-12.wav,12,happy,1.765986395,female,train
577,RAVDESS,clean/RAVDESS\Actor_12\03-01-03-01-01-02-12.wav,12,happy,1.810249433,female,train
578,RAVDESS,clean/RAVDESS\Actor_12\03-01-03-01-02-01-12.wav,12,happy,1.549886621,female,test
579,RAVDESS,clean/RAVDESS\Actor_12\03-01-03-01-02-02-12.wav,12,happy,1.778185941,female,train
580,RAVDESS,clean/RAVDESS\Actor_12\03-01-03-02-01-01-12.wav,12,happy,2.435147392,female,train
581,RAVDESS,clean/RAVDESS\Actor_12\03-01-03-02-01-02-12.wav,12,happy,2.214421769,female,test
582,RAVDESS,clean/RAVDESS\Actor_12\03-01-03-02-02-01-12.wav,12,happy,1.950249433,female,train
583,RAVDESS,clean/RAVDESS\Actor_12\03-01-03-02-02-02-12.wav,12,happy,2.273650794,female,test
584,RAVDESS,clean/RAVDESS\Actor_12\03-01-04-01-01-01-12.wav,12,sad,1.720544218,female,train
585,RAVDESS,clean/RAVDESS\Actor_12\03-01-04-01-01-02-12.wav,12,sad,2.007301587,female,test
586,RAVDESS,clean/RAVDESS\Actor_12\03-01-04-01-02-01-12.wav,12,sad,1.654058957,female,train
587,RAVDESS,clean/RAVDESS\Actor_12\03-01-04-01-02-02-12.wav,12,sad,1.629795918,female,train
588,RAVDESS,clean/RAVDESS\Actor_12\03-01-04-02-01-01-12.wav,12,sad,2.052018141,female,train
589,RAVDESS,clean/RAVDESS\Actor_12\03-01-04-02-01-02-12.wav,12,sad,2.057142857,female,test
590,RAVDESS,clean/RAVDESS\Actor_12\03-01-04-02-02-01-12.wav,12,sad,2.362176871,female,train
591,RAVDESS,clean/RAVDESS\Actor_12\03-01-04-02-02-02-12.wav,12,sad,2.233106576,female,train
592,RAVDESS,clean/RAVDESS\Actor_12\03-01-05-01-01-01-12.wav,12,angry,2.310249433,female,train
593,RAVDESS,clean/RAVDESS\Actor_12\03-01-05-01-01-02-12.wav,12,angry,2.058503401,female,train
594,RAVDESS,clean/RAVDESS\Actor_12\03-01-05-01-02-01-12.wav,12,angry,1.850068027,female,train
595,RAVDESS,clean/RAVDESS\Actor_12\03-01-05-01-02-02-12.wav,12,angry,1.946303855,female,train
596,RAVDESS,clean/RAVDESS\Actor_12\03-01-05-02-01-01-12.wav,12,angry,2.650975057,female,train
597,RAVDESS,clean/RAVDESS\Actor_12\03-01-05-02-01-02-12.wav,12,angry,2.713741497,female,train
598,RAVDESS,clean/RAVDESS\Actor_12\03-01-05-02-02-01-12.wav,12,angry,2.226938776,female,train
599,RAVDESS,clean/RAVDESS\Actor_12\03-01-05-02-02-02-12.wav,12,angry,2.850068027,female,train
600,RAVDESS,clean/RAVDESS\Actor_12\03-01-06-01-01-01-12.wav,12,fearful,2.285079365,female,train
601,RAVDESS,clean/RAVDESS\Actor_12\03-01-06-01-01-02-12.wav,12,fearful,1.804081633,female,train
602,RAVDESS,clean/RAVDESS\Actor_12\03-01-06-01-02-01-12.wav,12,fearful,1.593560091,female,train
603,RAVDESS,clean/RAVDESS\Actor_12\03-01-06-01-02-02-12.wav,12,fearful,1.669342404,female,train
604,RAVDESS,clean/RAVDESS\Actor_12\03-01-06-02-01-01-12.wav,12,fearful,2.877777778,female,train
605,RAVDESS,clean/RAVDESS\Actor_12\03-01-06-02-01-02-12.wav,12,fearful,2.75537415,female,train
606,RAVDESS,clean/RAVDESS\Actor_12\03-01-06-02-02-01-12.wav,12,fearful,2.012517007,female,train
607,RAVDESS,clean/RAVDESS\Actor_12\03-01-06-02-02-02-12.wav,12,fearful,2.765124717,female,train
608,RAVDESS,clean/RAVDESS\Actor_12\03-01-07-01-01-01-12.wav,12,disgusted,1.813696145,female,train
609,RAVDESS,clean/RAVDESS\Actor_12\03-01-07-01-01-02-12.wav,12,disgusted,1.970702948,female,train
610,RAVDESS,clean/RAVDESS\Actor_12\03-01-07-01-02-01-12.wav,12,disgusted,1.724217687,female,test
611,RAVDESS,clean/RAVDESS\Actor_12\03-01-07-01-02-02-12.wav,12,disgusted,1.826213152,female,train
612,RAVDESS,clean/RAVDESS\Actor_12\03-01-07-02-01-01-12.wav,12,disgusted,2.275192744,female,train
613,RAVDESS,clean/RAVDESS\Actor_12\03-01-07-02-01-02-12.wav,12,disgusted,2.689705215,female,train
614,RAVDESS,clean/RAVDESS\Actor_12\03-01-07-02-02-01-12.wav,12,disgusted,2.690521542,female,train
615,RAVDESS,clean/RAVDESS\Actor_12\03-01-07-02-02-02-12.wav,12,disgusted,2.235102041,female,train
616,RAVDESS,clean/RAVDESS\Actor_12\03-01-08-01-01-01-12.wav,12,surprised,1.615510204,female,train
617,RAVDESS,clean/RAVDESS\Actor_12\03-01-08-01-01-02-12.wav,12,surprised,1.631473923,female,test
618,RAVDESS,clean/RAVDESS\Actor_12\03-01-08-01-02-01-12.wav,12,surprised,1.496417234,female,test
619,RAVDESS,clean/RAVDESS\Actor_12\03-01-08-01-02-02-12.wav,12,surprised,1.621405896,female,train
620,RAVDESS,clean/RAVDESS\Actor_12\03-01-08-02-01-01-12.wav,12,surprised,1.758049887,female,train
621,RAVDESS,clean/RAVDESS\Actor_12\03-01-08-02-01-02-12.wav,12,surprised,1.817687075,female,test
622,RAVDESS,clean/RAVDESS\Actor_12\03-01-08-02-02-01-12.wav,12,surprised,1.819138322,female,train
623,RAVDESS,clean/RAVDESS\Actor_12\03-01-08-02-02-02-12.wav,12,surprised,1.730929705,female,train
624,RAVDESS,clean/RAVDESS\Actor_13\03-01-01-01-01-01-13.wav,13,neutral,1.204353741,male,test
625,RAVDESS,clean/RAVDESS\Actor_13\03-01-01-01-01-02-13.wav,13,neutral,1.239274376,male,train
626,RAVDESS,clean/RAVDESS\Actor_13\03-01-01-01-02-01-13.wav,13,neutral,1.151564626,male,train
627,RAVDESS,clean/RAVDESS\Actor_13\03-01-01-01-02-02-13.wav,13,neutral,1.191020408,male,train
628,RAVDESS,clean/RAVDESS\Actor_13\03-01-03-01-01-01-13.wav,13,happy,1.299365079,male,train
629,RAVDESS,clean/RAVDESS\Actor_13\03-01-03-01-01-02-13.wav,13,happy,1.283219955,male,test
630,RAVDESS,clean/RAVDESS\Actor_13\03-01-03-01-02-01-13.wav,13,happy,1.233605442,male,train
631,RAVDESS,clean/RAVDESS\Actor_13\03-01-03-01-02-02-13.wav,13,happy,1.376780045,male,test
632,RAVDESS,clean/RAVDESS\Actor_13\03-01-03-02-01-01-13.wav,13,happy,1.59845805,male,train
633,RAVDESS,clean/RAVDESS\Actor_13\03-01-03-02-01-02-13.wav,13,happy,2.085759637,male,train
634,RAVDESS,clean/RAVDESS\Actor_13\03-01-03-02-02-01-13.wav,13,happy,1.539863946,male,test
635,RAVDESS,clean/RAVDESS\Actor_13\03-01-03-02-02-02-13.wav,13,happy,1.486394558,male,train
636,RAVDESS,clean/RAVDESS\Actor_13\03-01-04-01-01-01-13.wav,13,sad,1.6061678,male,train
637,RAVDESS,clean/RAVDESS\Actor_13\03-01-04-01-01-02-13.wav,13,sad,1.55478458,male,train
638,RAVDESS,clean/RAVDESS\Actor_13\03-01-04-01-02-01-13.wav,13,sad,1.506303855,male,train
639,RAVDESS,clean/RAVDESS\Actor_13\03-01-04-01-02-02-13.wav,13,sad,1.427165533,male,train
640,RAVDESS,clean/RAVDESS\Actor_13\03-01-04-02-01-01-13.wav,13,sad,1.367800454,male,train
641,RAVDESS,clean/RAVDESS\Actor_13\03-01-04-02-01-02-13.wav,13,sad,1.349387755,male,train
642,RAVDESS,clean/RAVDESS\Actor_13\03-01-04-02-02-01-13.wav,13,sad,1.519501134,male,train
643,RAVDESS,clean/RAVDESS\Actor_13\03-01-04-02-02-02-13.wav,13,sad,1.342267574,male,test
644,RAVDESS,clean/RAVDESS\Actor_13\03-01-05-01-01-01-13.wav,13,angry,1.526077098,male,test
645,RAVDESS,clean/RAVDESS\Actor_13\03-01-05-01-01-02-13.wav,13,angry,1.626984127,male,train
646,RAVDESS,clean/RAVDESS\Actor_13\03-01-05-01-02-01-13.wav,13,angry,1.668253968,male,train
647,RAVDESS,clean/RAVDESS\Actor_13\03-01-05-01-02-02-13.wav,13,angry,1.494104308,male,train
648,RAVDESS,clean/RAVDESS\Actor_13\03-01-05-02-01-01-13.wav,13,angry,1.829115646,male,train
649,RAVDESS,clean/RAVDESS\Actor_13\03-01-05-02-01-02-13.wav,13,angry,2.395827664,male,test
650,RAVDESS,clean/RAVDESS\Actor_13\03-01-05-02-02-01-13.wav,13,angry,1.791292517,male,train
651,RAVDESS,clean/RAVDESS\Actor_13\03-01-05-02-02-02-13.wav,13,angry,2.409795918,male,train
652,RAVDESS,clean/RAVDESS\Actor_13\03-01-06-01-01-01-13.wav,13,fearful,1.212970522,male,train
653,RAVDESS,clean/RAVDESS\Actor_13\03-01-06-01-01-02-13.wav,13,fearful,1.250748299,male,train
654,RAVDESS,clean/RAVDESS\Actor_13\03-01-06-01-02-01-13.wav,13,fearful,1.319002268,male,test
655,RAVDESS,clean/RAVDESS\Actor_13\03-01-06-01-02-02-13.wav,13,fearful,1.343129252,male,train
656,RAVDESS,clean/RAVDESS\Actor_13\03-01-06-02-01-01-13.wav,13,fearful,1.412517007,male,train
657,RAVDESS,clean/RAVDESS\Actor_13\03-01-06-02-01-02-13.wav,13,fearful,1.487210884,male,train
658,RAVDESS,clean/RAVDESS\Actor_13\03-01-06-02-02-01-13.wav,13,fearful,1.663174603,male,train
659,RAVDESS,clean/RAVDESS\Actor_13\03-01-06-02-02-02-13.wav,13,fearful,1.325623583,male,train
660,RAVDESS,clean/RAVDESS\Actor_13\03-01-07-01-01-01-13.wav,13,disgusted,1.203537415,male,train
661,RAVDESS,clean/RAVDESS\Actor_13\03-01-07-01-01-02-13.wav,13,disgusted,1.227845805,male,test
662,RAVDESS,clean/RAVDESS\Actor_13\03-01-07-01-02-01-13.wav,13,disgusted,1.345578231,male,train
663,RAVDESS,clean/RAVDESS\Actor_13\03-01-07-01-02-02-13.wav,13,disgusted,1.308979592,male,train
664,RAVDESS,clean/RAVDESS\Actor_13\03-01-07-02-01-01-13.wav,13,disgusted,1.575419501,male,train
665,RAVDESS,clean/RAVDESS\Actor_13\03-01-07-02-01-02-13.wav,13,disgusted,1.983356009,male,test
666,RAVDESS,clean/RAVDESS\Actor_13\03-01-07-02-02-01-13.wav,13,disgusted,1.460498866,male,train
667,RAVDESS,clean/RAVDESS\Actor_13\03-01-07-02-02-02-13.wav,13,disgusted,1.522494331,male,test
668,RAVDESS,clean/RAVDESS\Actor_13\03-01-08-01-01-01-13.wav,13,surprised,1.49478458,male,test
669,RAVDESS,clean/RAVDESS\Actor_13\03-01-08-01-01-02-13.wav,13,surprised,1.224172336,male,train
670,RAVDESS,clean/RAVDESS\Actor_13\03-01-08-01-02-01-13.wav,13,surprised,1.214240363,male,train
671,RAVDESS,clean/RAVDESS\Actor_13\03-01-08-01-02-02-13.wav,13,surprised,1.13015873,male,train
672,RAVDESS,clean/RAVDESS\Actor_13\03-01-08-02-01-01-13.wav,13,surprised,1.420498866,male,test
673,RAVDESS,clean/RAVDESS\Actor_13\03-01-08-02-01-02-13.wav,13,surprised,1.412471655,male,test
674,RAVDESS,clean/RAVDESS\Actor_13\03-01-08-02-02-01-13.wav,13,surprised,1.45845805,male,train
675,RAVDESS,clean/RAVDESS\Actor_13\03-01-08-02-02-02-13.wav,13,surprised,1.42675737,male,train
676,RAVDESS,clean/RAVDESS\Actor_14\03-01-01-01-01-01-14.wav,14,neutral,1.397414966,female,train
677,RAVDESS,clean/RAVDESS\Actor_14\03-01-01-01-01-02-14.wav,14,neutral,1.250113379,female,test
678,RAVDESS,clean/RAVDESS\Actor_14\03-01-01-01-02-01-14.wav,14,neutral,1.398503401,female,test
679,RAVDESS,clean/RAVDESS\Actor_14\03-01-01-01-02-02-14.wav,14,neutral,1.5261678,female,test
680,RAVDESS,clean/RAVDESS\Actor_14\03-01-03-01-01-01-14.wav,14,happy,1.921587302,female,test
681,RAVDESS,clean/RAVDESS\Actor_14\03-01-03-01-01-02-14.wav,14,happy,1.729070295,female,train
682,RAVDESS,clean/RAVDESS\Actor_14\03-01-03-01-02-01-14.wav,14,happy,1.408390023,female,test
683,RAVDESS,clean/RAVDESS\Actor_14\03-01-03-01-02-02-14.wav,14,happy,1.530657596,female,train
684,RAVDESS,clean/RAVDESS\Actor_14\03-01-03-02-01-01-14.wav,14,happy,2.076190476,female,train
685,RAVDESS,clean/RAVDESS\Actor_14\03-01-03-02-01-02-14.wav,14,happy,2.047165533,female,train
686,RAVDESS,clean/RAVDESS\Actor_14\03-01-03-02-02-01-14.wav,14,happy,2.163809524,female,train
687,RAVDESS,clean/RAVDESS\Actor_14\03-01-03-02-02-02-14.wav,14,happy,2.049478458,female,train
688,RAVDESS,clean/RAVDESS\Actor_14\03-01-04-01-01-01-14.wav,14,sad,1.648526077,female,train
689,RAVDESS,clean/RAVDESS\Actor_14\03-01-04-01-01-02-14.wav,14,sad,1.579546485,female,train
690,RAVDESS,clean/RAVDESS\Actor_14\03-01-04-01-02-01-14.wav,14,sad,1.427755102,female,train
691,RAVDESS,clean/RAVDESS\Actor_14\03-01-04-01-02-02-14.wav,14,sad,1.486213152,female,train
692,RAVDESS,clean/RAVDESS\Actor_14\03-01-04-02-01-01-14.wav,14,sad,1.876961451,female,train
693,RAVDESS,clean/RAVDESS\Actor_14\03-01-04-02-01-02-14.wav,14,sad,1.647619048,female,test
694,RAVDESS,clean/RAVDESS\Actor_14\03-01-04-02-02-01-14.wav,14,sad,1.686848073,female,train
695,RAVDESS,clean/RAVDESS\Actor_14\03-01-04-02-02-02-14.wav,14,sad,1.908843537,female,train
696,RAVDESS,clean/RAVDESS\Actor_14\03-01-05-01-01-01-14.wav,14,angry,1.560226757,female,train
697,RAVDESS,clean/RAVDESS\Actor_14\03-01-05-01-01-02-14.wav,14,angry,1.68893424,female,train
698,RAVDESS,clean/RAVDESS\Actor_14\03-01-05-01-02-01-14.wav,14,angry,1.683764172,female,train
699,RAVDESS,clean/RAVDESS\Actor_14\03-01-05-01-02-02-14.wav,14,angry,1.932789116,female,train
700,RAVDESS,clean/RAVDESS\Actor_14\03-01-05-02-01-01-14.wav,14,angry,2.55968254,female,train
701,RAVDESS,clean/RAVDESS\Actor_14\03-01-05-02-01-02-14.wav,14,angry,2.687346939,female,train
702,RAVDESS,clean/RAVDESS\Actor_14\03-01-05-02-02-01-14.wav,14,angry,2.22739229,female,train
703,RAVDESS,clean/RAVDESS\Actor_14\03-01-05-02-02-02-14.wav,14,angry,2.597414966,female,train
704,RAVDESS,clean/RAVDESS\Actor_14\03-01-06-01-01-01-14.wav,14,fearful,1.316326531,female,test
705,RAVDESS,clean/RAVDESS\Actor_14\03-01-06-01-01-02-14.wav,14,fearful,1.552018141,female,train
706,RAVDESS,clean/RAVDESS\Actor_14\03-01-06-01-02-01-14.wav,14,fearful,1.369070295,female,test
707,RAVDESS,clean/RAVDESS\Actor_14\03-01-06-01-02-02-14.wav,14,fearful,1.35569161,female,train
708,RAVDESS,clean/RAVDESS\Actor_14\03-01-06-02-01-01-14.wav,14,fearful,1.902585034,female,train
709,RAVDESS,clean/RAVDESS\Actor_14\03-01-06-02-01-02-14.wav,14,fearful,1.916326531,female,train
710,RAVDESS,clean/RAVDESS\Actor_14\03-01-06-02-02-01-14.wav,14,fearful,1.840272109,female,train
711,RAVDESS,clean/RAVDESS\Actor_14\03-01-06-02-02-02-14.wav,14,fearful,1.804081633,female,train
712,RAVDESS,clean/RAVDESS\Actor_14\03-01-07-01-01-01-14.wav,14,disgusted,2.074421769,female,train
713,RAVDESS,clean/RAVDESS\Actor_14\03-01-07-01-01-02-14.wav,14,disgusted,1.693151927,female,train
714,RAVDESS,clean/RAVDESS\Actor_14\03-01-07-01-02-01-14.wav,14,disgusted,1.770657596,female,train
715,RAVDESS,clean/RAVDESS\Actor_14\03-01-07-01-02-02-14.wav,14,disgusted,1.830793651,female,test
716,RAVDESS,clean/RAVDESS\Actor_14\03-01-07-02-01-01-14.wav,14,disgusted,2.447755102,female,train
717,RAVDESS,clean/RAVDESS\Actor_14\03-01-07-02-01-02-14.wav,14,disgusted,1.777913832,female,test
718,RAVDESS,clean/RAVDESS\Actor_14\03-01-07-02-02-01-14.wav,14,disgusted,1.784036281,female,train
719,RAVDESS,clean/RAVDESS\Actor_14\03-01-07-02-02-02-14.wav,14,disgusted,1.83600907,female,train
720,RAVDESS,clean/RAVDESS\Actor_14\03-01-08-01-01-01-14.wav,14,surprised,1.63138322,female,train
721,RAVDESS,clean/RAVDESS\Actor_14\03-01-08-01-01-02-14.wav,14,surprised,1.599863946,female,train
722,RAVDESS,clean/RAVDESS\Actor_14\03-01-08-01-02-01-14.wav,14,surprised,1.233650794,female,train
723,RAVDESS,clean/RAVDESS\Actor_14\03-01-08-01-02-02-14.wav,14,surprised,1.354013605,female,test
724,RAVDESS,clean/RAVDESS\Actor_14\03-01-08-02-01-01-14.wav,14,surprised,1.981632653,female,train
725,RAVDESS,clean/RAVDESS\Actor_14\03-01-08-02-01-02-14.wav,14,surprised,1.717324263,female,train
